Base;Data;;;;
DT_SA;22/04/2021;;;;
DT_SA;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DT_SA;22/04/2021;;;;
COMMERCIAL;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
COMMERCIAL;22/04/2021;;;;
DT_SA;22/04/2021;;;;
DT_SA;22/04/2021;;;;
DT_SA;22/04/2021;;;;
DT_SA;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DT_SA;22/04/2021;;;;
DT_SA;22/04/2021;;;;
DT_SA;22/04/2021;;;;
DT_SA;22/04/2021;;;;
DT_SA;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DT_SA;22/04/2021;;;;
COMMERCIAL;22/04/2021;;;;
DT_SA;22/04/2021;;;;
DT_SA;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
COMMERCIAL;22/04/2021;;;;
DEFENSE;22/04/2021;;;;
DEFENSE;23/04/2021;;;;
DT_SA;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DT_SA;23/04/2021;;;;
DT_SA;23/04/2021;;;;
DT_SA;23/04/2021;;;;
DT_SA;23/04/2021;;;;
DT_SA;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
COMMERCIAL;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DT_SA;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DT_SA;23/04/2021;;;;
DT_SA;23/04/2021;;;;
DT_SA;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
COMMERCIAL;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DT_SA;23/04/2021;;;;
DT_SA;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DT_SA;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DT_SA;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;23/04/2021;;;;
DEFENSE;24/04/2021;;;;
COMMERCIAL;25/04/2021;;;;
DEFENSE;25/04/2021;;;;
DEFENSE;25/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DT_SA;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DT_SA;26/04/2021;;;;
DT_SA;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DT_SA;26/04/2021;;;;
DT_SA;26/04/2021;;;;
DT_SA;26/04/2021;;;;
DT_SA;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
WEB_DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DT_SA;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DT_SA;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DT_SA;26/04/2021;;;;
DT_SA;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DT_SA;26/04/2021;;;;
DEFENSE;26/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DT_SA;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DT_SA;27/04/2021;;;;
DT_SA;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DT_SA;27/04/2021;;;;
DT_SA;27/04/2021;;;;
DT_SA;27/04/2021;;;;
DT_SA;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
COMMERCIAL;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DT_SA;27/04/2021;;;;
DT_SA;27/04/2021;;;;
DT_SA;27/04/2021;;;;
DT_SA;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
COMMERCIAL;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
WEB_DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DT_SA;27/04/2021;;;;
DT_SA;27/04/2021;;;;
DT_SA;27/04/2021;;;;
DT_SA;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
COMMERCIAL;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DT_SA;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DT_SA;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;27/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
COMMERCIAL;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DT_SA;28/04/2021;;;;
EXECUTIVE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
EXECUTIVE;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
COMMERCIAL;28/04/2021;;;;
COMMERCIAL;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DT_SA;28/04/2021;;;;
COMMERCIAL;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DT_SA;28/04/2021;;;;
WEB_EXECUTIVE;28/04/2021;;;;
EXECUTIVE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DT_SA;28/04/2021;;;;
EXECUTIVE;28/04/2021;;;;
DT_SA;28/04/2021;;;;
EXECUTIVE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DT_SA;28/04/2021;;;;
EXECUTIVE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DT_SA;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;28/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
EXECUTIVE;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DT_SA;29/04/2021;;;;
WEB_EXECUTIVE;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DT_SA;29/04/2021;;;;
EXECUTIVE;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DT_SA;29/04/2021;;;;
DEFENSE;29/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DT_SA;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DT_SA;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DT_SA;30/04/2021;;;;
DT_SA;30/04/2021;;;;
COMMERCIAL;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DT_SA;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DT_SA;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DT_SA;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DT_SA;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DT_SA;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DT_SA;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DT_SA;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DT_SA;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DT_SA;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DT_SA;30/04/2021;;;;
DEFENSE;30/04/2021;;;;
DEFENSE;01/05/2021;;;;
DEFENSE;01/05/2021;;;;
DEFENSE;03/05/2021;;;;
DT_SA;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DT_SA;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DT_SA;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
COMMERCIAL;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DT_SA;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DT_SA;03/05/2021;;;;
DT_SA;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DT_SA;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DT_SA;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DT_SA;03/05/2021;;;;
DT_SA;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DT_SA;03/05/2021;;;;
DEFENSE;03/05/2021;;;;
DT_SA;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DT_SA;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DT_SA;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DT_SA;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DT_SA;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DT_SA;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DT_SA;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DT_SA;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DT_SA;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DT_SA;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DT_SA;04/05/2021;;;;
COMMERCIAL;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DEFENSE;04/05/2021;;;;
DT_SA;04/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DT_SA;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DT_SA;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DT_SA;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DT_SA;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DT_SA;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DT_SA;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
WEB_DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
COMMERCIAL;05/05/2021;;;;
DT_SA;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DT_SA;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DT_SA;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;05/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DT_SA;06/05/2021;;;;
DT_SA;06/05/2021;;;;
DT_SA;06/05/2021;;;;
DT_SA;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
COMMERCIAL;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DT_SA;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DT_SA;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;06/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
WEB_DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DT_SA;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
COMMERCIAL;07/05/2021;;;;
DT_SA;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
COMMERCIAL;07/05/2021;;;;
DT_SA;07/05/2021;;;;
DT_SA;07/05/2021;;;;
COMMERCIAL;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DT_SA;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DT_SA;07/05/2021;;;;
DT_SA;07/05/2021;;;;
DT_SA;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
COMMERCIAL;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DT_SA;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DT_SA;07/05/2021;;;;
DT_SA;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
COMMERCIAL;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;07/05/2021;;;;
DEFENSE;08/05/2021;;;;
DEFENSE;08/05/2021;;;;
DEFENSE;08/05/2021;;;;
DEFENSE;08/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DT_SA;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DT_SA;10/05/2021;;;;
DT_SA;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DT_SA;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DT_SA;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DT_SA;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DT_SA;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DT_SA;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
COMMERCIAL;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DT_SA;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DT_SA;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DT_SA;10/05/2021;;;;
DT_SA;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DT_SA;10/05/2021;;;;
DT_SA;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DT_SA;10/05/2021;;;;
DT_SA;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DT_SA;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;10/05/2021;;;;
DEFENSE;11/05/2021;;;;
DEFENSE;11/05/2021;;;;
DEFENSE;11/05/2021;;;;
